job_id,host_oar,cigri_oar,submission_time_oar,start_time_oar,stop_time_oar,processor,job_type_oar,job_user_oar,resource_ids_oar,nb_resources,psetmin,psetmax,runtime_oar,number_of_RAPL_observation,max_amp_spec,dom_perdiod,dom_freq,energy_mean,energy_var,energy_coef_var,auto_correlation,significance_level,total_energy_consumption
3858726,43,0,1561446833,1561446835,1561490046,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,43211,295,5.296340657566633,33.33333333333333,-1,5.52718564013318,0.4792055294466144,0.08669973484644307,0.18971411164577867,0.11411351500781014,163051976383.92877
3858726,43,0,1561446833,1561446835,1561490046,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,43211,295,2.7559667135213743,33.33333333333333,-1,5.765656790569286,0.44269335033792956,0.07678107914124023,0.10642519826089426,0.11411351500781014,170086875321.79395
3858726,47,0,1561446833,1561446835,1561490046,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,43211,295,1.561894967602891,17.64705882352941,-1,5.140433774996559,0.40139677472634966,0.07808616787921138,-0.12334916039638624,0.11411351500781014,151642796362.3985
3858726,47,0,1561446833,1561446835,1561490046,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,43211,295,1.7885556336794386,17.64705882352941,-1,5.779788672670878,0.4321813070008273,0.07477458631737716,-0.0763232425391098,0.11411351500781014,170503765843.79092
3858727,50,0,1561446873,1561446874,1561490088,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,43214,296,5.258803577162638,23.076923076923077,-1,5.679514184408952,0.48347946532005853,0.08512690515806373,0.18006879675324594,0.11392059261285438,168113619858.50497
3858727,50,0,1561446873,1561446874,1561490088,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,43214,296,2.7597721142828995,23.076923076923077,-1,5.900088919263982,0.43959934134913675,0.07450724003732057,0.09498068430346143,0.11392059261285438,174642632010.21387
3858727,51,0,1561446873,1561446874,1561490088,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,43214,296,2.8844591023697754,23.076923076923077,-1,5.619977217111998,0.4281074798509801,0.07617601696808596,0.12914785498572628,0.11392059261285438,166351325626.51517
3858727,51,0,1561446873,1561446874,1561490088,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,43214,296,2.4138087403794466,23.076923076923077,-1,5.900192585298731,0.43604452868195404,0.07390343999421788,0.08482764285575409,0.11392059261285438,174645700524.84244
3858727,52,0,1561446873,1561446874,1561490088,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,43214,296,0.28327498169214016,23.076923076923077,-1,5.566951317792639,0.3576247890053542,0.06424068912949586,0.01969497762151047,0.11392059261285438,164781759006.6621
3858727,52,0,1561446873,1561446874,1561490088,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,43214,296,0.2454529614482777,23.076923076923077,-1,5.728935821332975,0.3649784745786783,0.06370790072732169,0.014475716764502457,0.11392059261285438,169576500311.45605
3858728,53,0,1561446918,1561446919,1561533330,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,86411,1018,14.668864168340885,33.03225806451613,-1,5.081236037345806,0.3832655489622045,0.0754276215757936,0.22831486810069876,0.0614291070041094,517269828601.80304
3858728,53,0,1561446918,1561446919,1561533330,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,86411,1018,16.218929359516288,33.03225806451613,-1,5.734788268588634,0.4200047187127262,0.07323805152724355,0.15240364880111845,0.0614291070041094,583801445742.323
3858728,57,0,1561446918,1561446919,1561533330,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,86411,1017,12.066701920924702,33.03225806451613,-1,5.042555833351481,0.35954472122828646,0.07130208035581014,0.12346828707394696,0.061459300717903155,512827928251.84564
3858728,57,0,1561446918,1561446919,1561533330,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,86411,1017,13.2434770670071,33.03225806451613,-1,5.226228042115783,0.3778989507929165,0.07230816331541633,0.0778104139520939,0.061459300717903155,531507391883.1751
3858931,71,0,1561449805,1561449807,1561510391,1,PASSIVE,cfalvo,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,60584,634,0.03200559690346213,640,-1,5.565192901344518,0.27675525740195833,0.04972967915183962,NA,0.07784011378073435,352833229945.24243
3858931,71,0,1561449805,1561449807,1561510391,2,PASSIVE,cfalvo,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,60584,634,0.04006934923693411,640,-1,6.074302481422594,0.29754171479389957,0.04898368425080729,NA,0.07784011378073435,385110777322.19244
3858943,58,0,1561450132,1561450142,1561523581,1,PASSIVE,cfalvo,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,73439,854,0.03226008611726484,864,-1,5.172358346709619,0.22243672145217908,0.04300489381090186,NA,0.06706858683758922,441719402809.0015
3858943,58,0,1561450132,1561450142,1561523581,2,PASSIVE,cfalvo,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,73439,854,0.04251167216200613,864,-1,5.850508253433947,0.2521773161228506,0.043103488654141375,NA,0.06706858683758922,499633404843.2591
3859289,62,0,1561454235,1561457214,1561628220,1,PASSIVE,glesur,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,171006,2598,0.5131131780312294,1350,-1,4.860836829645998,0.1134200417237609,0.023333439425906627,-0.01548084263079755,0.03845284856818472,1262845408342.0303
3859289,62,0,1561454235,1561457214,1561628220,2,PASSIVE,glesur,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,171006,2598,6.660590002880983,1350,-1,5.24437082569971,0.20528078883496698,0.03914307276461103,-0.08975112009327074,0.03845284856818472,1362487540516.785
3859289,63,0,1561454235,1561457214,1561628220,1,PASSIVE,glesur,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,171006,2598,0.4324426704937654,1350,-1,4.9919010231909455,0.11339953054145425,0.0227167025176646,-0.005532850358581172,0.03845284856818472,1296895885825.0076
3859289,63,0,1561454235,1561457214,1561628220,2,PASSIVE,glesur,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,171006,2598,0.9802042461125798,1350,-1,5.008803940362563,0.12528195698104025,0.025012349948752774,-0.034462411310174225,0.03845284856818472,1301287263706.1938
3861128,66,0,1561465732,1561468577,1561554986,1,PASSIVE,gorbunova,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,86409,1377,0.06652753562969092,1440,-1,6.225047156713682,0.17879078430196765,0.02872119355901468,NA,0.05281789889323595,857188993479.474
3861128,66,0,1561465732,1561468577,1561554986,2,PASSIVE,gorbunova,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,86409,1377,0.06696534249077486,1440,-1,6.224924277313178,0.1787999043935126,0.028723225605354154,NA,0.05281789889323595,857172072986.0247
3861128,68,0,1561465732,1561468577,1561554986,1,PASSIVE,gorbunova,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,86409,1377,0.10866877072696787,1440,-1,6.140737091523517,0.1775120938454068,0.028907294222128316,NA,0.05281789889323595,845579497502.7883
3861128,68,0,1561465732,1561468577,1561554986,2,PASSIVE,gorbunova,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,86409,1377,0.06677734849479147,1440,-1,6.225049419837235,0.17920010550127227,0.02878693700490458,NA,0.05281789889323595,857189305111.5873
3866455,40,0,1561492171,1561492188,1561513792,1,PASSIVE,amartinez,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,21604,360,1.312784173080822e-4,360,-1,6.231256489166877,0.011890684457725911,0.001908232228668171,-0.007146389485884812,0.10329917205076024,224325233610.00757
3866455,40,0,1561492171,1561492188,1561513792,2,PASSIVE,amartinez,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,21604,360,1.1077273180334106e-4,360,-1,6.231310027851431,0.01096103832292504,0.001759026316125123,-0.0017489684793466189,0.10329917205076024,224327161002.65152
3866627,47,0,1561520595,1561520611,1561630497,1,PASSIVE,cfalvo,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,109886,1831,0.1472856770730055,1875,-1,5.306314984165748,0.13902845490761728,0.026200565801782146,NA,0.04580405409147431,971586273600.7485
3866627,47,0,1561520595,1561520611,1561630497,2,PASSIVE,cfalvo,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,109886,1831,0.24730954026006838,1875,-1,6.210528505974331,0.16334175022876324,0.026300781015920573,NA,0.04580405409147431,1137147769443.9
3866653,55,0,1561520745,1561520761,1561621016,1,PASSIVE,cfalvo,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,100255,1671,0.24868155296580627,432,-1,5.195741588205657,0.13034592421877814,0.025087068324310745,0.005665952846565717,0.04794682635177989,868208419389.1652
3866653,55,0,1561520745,1561520761,1561621016,2,PASSIVE,cfalvo,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,100255,1671,0.34268690904190036,432,-1,5.851665063320956,0.14210481597708038,0.02428450952666669,-0.004102021118438812,0.04794682635177989,977813232080.9318
3866672,44,0,1561524591,1561524593,1561535282,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,10689,178,0.944009233087997,13.846153846153847,-1,6.1014488942883895,0.16284192929051147,0.026689058961544197,0.14736148219256529,0.1469055115703365,108605790318.33333
3866672,44,0,1561524591,1561524593,1561535282,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,10689,178,0.6074726627281726,13.846153846153847,-1,6.131574466021876,0.13748465581579875,0.022422406606601625,0.14286527962371454,0.1469055115703365,109142025495.18939
3866672,46,0,1561524591,1561524593,1561535282,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,10689,178,1.4083110276852175,13.846153846153847,-1,6.0871495603200545,0.1824867407178696,0.02997901380761781,0.2688736265843163,0.1469055115703365,108351262173.69698
3866672,46,0,1561524591,1561524593,1561535282,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,10689,178,0.7087848573268504,13.846153846153847,-1,6.135769812414879,0.1408323780734621,0.022952682773155427,0.2621271107051618,0.1469055115703365,109216702660.98485
3866672,58,0,1561524591,1561524593,1561535282,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,10689,178,0.6088182152991388,13.846153846153847,-1,5.486515719469697,0.13774185648605738,0.025105524804615146,0.1340135010999779,0.1469055115703365,97659979806.56061
3866672,58,0,1561524591,1561524593,1561535282,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,10689,178,0.7120130427269088,13.846153846153847,-1,5.872989849130916,0.14717185331416022,0.02505910227921451,0.13762347116532567,0.1469055115703365,104539219314.5303
3866673,37,0,1561524683,1561524709,1561567917,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,43208,720,13.887430875872154,23.999999999999996,-1,5.75534885974495,0.331278120759188,0.0575600417684965,0.37659327310962537,0.07304354504804844,414385117901.63635
3866673,37,0,1561524683,1561524709,1561567917,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,43208,720,5.699106621976356,23.999999999999996,-1,5.9704262811194235,0.2229040631532553,0.03733469817023886,0.3036951434027544,0.07304354504804844,429870692240.5985
3866673,59,0,1561524683,1561524709,1561567917,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,43208,720,10.794194612064759,23.999999999999996,-1,5.157423380482113,0.3043512596013733,0.0590122697223517,0.3371129326517105,0.07304354504804844,371334483394.7121
3866673,59,0,1561524683,1561524709,1561567917,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,43208,720,15.81515579178082,23.999999999999996,-1,5.4149245705470115,0.35624173887085,0.06578886450395424,0.3347274501642998,0.07304354504804844,389874569079.3848
3866676,60,0,1561525039,1561525054,1561546660,1,PASSIVE,irnakat,"17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",16,17,32,21606,360,0.1769332596611308,11.25,-1,4.999946943320076,0.10173305705961563,0.020346827318944032,0.16772250789823456,0.10329917205076024,179998089959.52274
3866676,60,0,1561525039,1561525054,1561546660,2,PASSIVE,irnakat,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,1,16,21606,360,0.04483194088201346,10,-1,5.94267991067824,0.10155072599432188,0.017088372168901127,0.017886783594496518,0.10329917205076024,213936476784.41666
